_id,link,last_seen,ispublished,views,deadline,company_name,content,source,branches_count,display_name,country,industry,revenue_range,employees_range,year_founded,description,longitude,latitude,company_status,revenue,employees_count,technologies_used
,,,,,,http://nashvillemta.org,,,2,Nashville MTA,United States,Transportation/Trucking/Railroad,1M - 10M,10 - 50,,"Nashville MTA offers Nashville and surrounding counties transportation solutions - commuter rail connections, express buses, vanpools, carpools, employer programs.",-86.756053,36.157606,active,,,['Google Tag Manager']
,,,,,,http://unicaf.org,,,0,UNICAF,Cyprus,E-Learning,50M - 100M,200 - 500,2012,The Unicaf Scholarship Programme offers generous scholarships to students for internationally recognised degrees both online and on-campus.,,,active,,,"['CloudFlare', 'Google Tag Manager', 'LiveChatInc', 'WordPress']"
,,,,,,http://grupocarvi.com,,,0,"Carvi, S.L.",Spain,,1M - 10M,10 - 50,1987,Carvi S.L. es una empresa Valenciana destinada al comercio y distribución de herrajes desde hace más de 30 años.,,,active,,,"['CloudFlare', 'Google Analytics']"
,,,,,,http://simoldes.com,,,0,"Simoldes Aços, SA",Portugal,Chemicals,,,1959,"GRUPO SIMOLDES: 2 áreas de atuação (Automotivo + Não-Automotivo) - desenvolvimento de soluções mais competitivas, inovadoras e sustentáveis.",,,active,,,"['Google Analytics', 'Google Tag Manager', 'WordPress']"
,,,,,,http://daenischesbettenlager.de,,,0,Dänisches Bettenlager GmbH & Co.KG,Germany,Retail,> 1B,"5,000 - 10,000",1979,Bei JYSK findest Du grossartige Angebote. Entdecke unser Sortiment und lasse Dich inspirieren ✓ Kaufe online oder in der Filiale in der Nähe ✓,,,active,,,"['CloudFlare', 'Drupal', 'Google Tag Manager', 'Salesforce force.com', 'Salesforce Live Agent', 'Salesforce salesforce.com', 'Varnish']"
,,,,,,http://udemy.com,,,3,"Udemy, Inc.",United States,E-Learning,100M - 200M,"500 - 1,000",2010,"Our mission is to improve lives through learning by providing flexible, effective skill development to empower organizations and individuals. Through our global marketplace platform, we provide the tools learners, instructors, and enterprises need to achieve their goals and reach their full potential. 

We enjoy problem-solving and collaboration, and we share a serious belief in the power of learning and teaching to change lives. 

Our culture fosters inclusion and belonging and encourages innovation, creativity, passion, and teamwork. We also celebrate our milestones and support each other every day.",-122.39762,37.782738,active,,735,"['Amazon AWS S3', 'Amazon Cloudfront', 'CloudFlare', 'Optimizely', 'Qualaroo', 'Varnish']"
,,,,,,http://mgccc.edu,,,6,Mississippi Gulf Coast Community College,United States,Higher Education,100M - 200M,"500 - 1,000",1911,"The mission of Mississippi Gulf Coast Community College is to meet the educational and community needs in George, Harrison, Jackson, and Stone counties by providing superior instruction through traditional and technological formats to offer workforce pathways, certificates, diplomas, and associate transfer and applied degrees. The College embraces lifelong learning, productive citizenship, service learning, and leadership development in a dynamic and innovative learning environment.",-89.13934,30.781435,active,111183103,803,"['Google Analytics', 'Google Tag Manager', 'LiveChatInc', 'quantcast', 'WordPress']"
,,,,,,http://jpmorganchase.com,,,3690,JPMorgan Chase,United States,Banking,> 1B,"> 10,000",1968,"JPMorgan Chase & Co. is a financial holding company. The Company is engaged in investment banking, financial services. It operates in four segments, as well as a Corporate segment. Its segments are Consumer & Community Banking, Corporate & Investment Bank, Commercial Banking and Asset Management. The Consumer & Community Banking segment offers services to consumers and businesses through bank branches, automatic teller machines (ATMs), online, mobile and telephone banking. The Corporate & Investment Bank segment, comprising Banking and Markets & Investor Services, offers investment banking, market-making, prime brokerage, and treasury and securities products and services to corporations, investors, financial institutions, and government and municipal entities. The Commercial Banking segment provides financial solutions, including lending, treasury services, investment banking and asset management. The Asset Management segment comprises investment and wealth management.",-73.97511,40.75565,active,,235678,"['Amazon Cloudfront', 'Crazy Egg', 'F5 BIG-IP', 'Foresee', 'Google Analytics', 'Google DoubleClick', 'Google Tag Manager', 'MailChimp', 'Marketo', 'MaxCDN', 'PayPal', 'Stripe', 'Verisign', 'WordPress']"
,,,,,,http://altibbi.com,,,0,Altibbi,United Arab Emirates,Computer Software,1M - 10M,10 - 50,2009,الطبي - المنصة التفاعلية الطبية الأكبر للاستشارات الطبية للتواصل بين المرضى والأطباء لتوفير المعلومات الطبية والصحية الموثوقة لمن يبحث عنها. انضم الآن.,,,active,,,"['Amazon Cloudfront', 'Google DoubleClick', 'Google Tag Manager']"
,,,,,,http://ymcabuffaloniagara.org,,,0,YOUNG MENS CHRISTIAN ASSOCIATION BUFFALO NIAGARA,United States,Civic & Social Organization,10M - 50M,"1,000 - 5,000",1852,"MISSION STATEMENT
YMCA Buffalo Niagara is an inclusive association of people committed to a common effort to help individuals and families reach their fullest potential in terms of Spirit, Mind and Body.

YMCA Buffalo Niagara is a charitable not-for-profit health and human services organization founded to help people, not make a profit. We earn our tax exempt status every day by making available and accessible much needed services in the community.

SERVES ALL INCOMES, AGES, AND ABILITIES 
YMCA Buffalo Niagara does not turn anyone away due to an inability to pay. Each year thousands of people in Western New York benefit from financial assistance from the YMCA. Annually, more than 15,000 children and families will benefit from the Strong Kids Campaign, providing financial aid for people who wish to participate in YMCA programs such as school age child care and summer camp, or to purchase a membership.

RELIES ON VOLUNTEERS
YMCAs are volunteer founded, volunteer based and volunteer led. We couldn’t exist without our volunteers. At any given time, YMCA Buffalo Niagara receives assistance and guidance from approximately 150 volunteers.

LIVES UP TO ITS MISSION EVERYDAY
As the second-oldest YMCA in the country, established in 1852, YMCA Buffalo Niagara has a long history of serving all people in Western New York, people of all races, religions, incomes, and abilities. We weave our focus of building strong kids, strong families and strong communities in all our programming.",-78.74434,42.940723,active,26486043,1779,"['CloudFlare', 'Drupal', 'Google Analytics', 'Google Tag Manager', 'NewRelic', 'WordPress']"
,,,,,,http://lausd.net,,,15,LOS ANGELES UNF,United States,Primary/Secondary Education,> 1B,"> 10,000",1853,Employment Job Postings,-118.256905,34.0562,active,8314608000,63286,"['CloudFlare', 'Google Analytics', 'Google Tag Manager', 'Wistia', 'Zendesk']"
,,,,,,http://edtrust.org,,,1,EDUCATION TRUST INC,United States,Nonprofit Organization Management,10M - 50M,50 - 200,1991,"The Education Trust promotes high academic achievement for all students at all levels—pre-kindergarten through college. Our goal is to close the gaps in opportunity and achievement that consign far too many young people—especially those from low-income families or who are black, Latino, or American Indian—to lives on the margins of the American mainstream.

Although many organizations speak up for the adults employed by schools and colleges, we speak up for students, especially those whose needs and potential are often overlooked. We evaluate every policy, every practice, and every dollar spent through a single lens: what is right for students.

We work alongside educators, parents, students, policymakers, and civic and business leaders in communities across the country, providing practical assistance in their efforts to transform schools and colleges into institutions that serve all students well.  

We analyze local, state, and national data and use what we learn to help build broader understanding of achievement and opportunity gaps and the actions necessary to close them.  

We participate actively in national and state policy debates, bringing lessons learned from on-the-ground work and from unflinching data analyses to build the case for policies that will help all students and schools reach high levels of achievement.

Our Core Beliefs:
We believe in the power of education to close the gaps that separate low-income students and students of color from other young Americans. 

We believe that schools and colleges, appropriately organized, can help virtually all students master the knowledge they need to succeed.  

We believe long-standing gaps in opportunity, achievement, and attainment have roots inside and outside of schools. And though we know these gaps are stubborn, we also know they are not inevitable.  

We believe a strong education improves the lives of young people, is vital to sustaining our democracy, and strengthens America.",-77.02887,38.899807,active,22841744,117,"['Amazon Cloudfront', 'Google Analytics', 'Google Tag Manager', 'Gravatar', 'WordPress']"
,,,,,,http://lpnpm.co.th,,,0,LPN Plate Mill Public Company Limited,Thailand,Mining & Metals,,,1990,,,,active,,,['WordPress']
,,,,,,http://tnt.com,,,0,TNT Canada Inc.,Canada,Package/Freight Delivery,,,,"TNT now operates as FedEx in the US. Learn more about this transition, what this means for you and why we’re bigger and better than ever before.",,,active,,,"['Akamai', 'F5 BIG-IP', 'Google DoubleClick', 'Google Tag Manager', 'Optimizely']"
,,,,,,http://bbc.com,,,0,BBC Global News Limited,United Kingdom,Broadcast Media,> 1B,"> 10,000",2002,"The British Broadcasting Corporation (BBC) is the public service broadcaster of the United Kingdom, headquartered at Broadcasting House in London. The BBC is the world's oldest national broadcasting organisation and the largest broadcaster in the world by number of employees, with over 20,950 staff in total, of whom 16,672 are in public sector broadcasting; including part-time, flexible as well as fixed contract staff, the total number is 35,402.",,,active,7418892600,20951,"['AddThis', 'Akamai', 'Chartbeat', 'CloudFlare', 'comScore', 'Google Analytics', 'Google DoubleClick', 'Google Tag Manager', 'MarkMonitor', 'MaxCDN', 'Omniture', 'Optimizely', 'Shopify', 'WooCommerce', 'WordPress']"
,,,,,,http://khanacademy.org,,,1,KHAN ACADEMY INC,United States,Education Management,10M - 50M,200 - 500,2006,"Khan Academy is a non-profit educational organization created in 2006 by educator Salman Khan to provide ""a free, world-class education for anyone, anywhere"".",,,active,46244725,234,"['Amazon AWS S3', 'Amazon Cloudfront', 'Google Analytics', 'Google Tag Manager', 'Qualaroo', 'Unbounce', 'Zendesk']"
,,,,,,http://albertsonscompanies.com,,,1460,Albertsons Companies Inc,United States,Retail,> 1B,"> 10,000",2015,"Albertsons Companies, Inc. is a food and drug retailer in the United States. As of September 10, 2016, the Company operated 2,320 stores across 35 states and the District of Columbia under 19 banners, including Albertsons, Safeway, Vons, Jewel-Osco, Shaw's, Acme, Tom Thumb, Randalls, United Supermarkets, Pavilions, Star Market, Carrs and Haggen. As of September 10, 2016, the Company operated 122 metropolitan statistical areas in the United States (MSAs). As of September 10, 2016, the Company provided value-added services through 1,785 pharmacies and 382 adjacent fuel centers. As of September 10, 2016, the Company operated 29 dedicated distribution centers and 18 manufacturing facilities. The Company's operations are predominantly located in the Western, Southern, Midwest, Northeast, and Mid-Atlantic regions of the United States. The Company's stores offer grocery products, general merchandise, health and beauty care products, pharmacy, fuel and other items and services.",-116.18337,43.598694,active,,275000,"['Amazon Cloudfront', 'CloudFlare', 'Google Analytics', 'Google Tag Manager', 'Incapsula', 'MaxCDN', 'Varnish', 'Volusion', 'WooCommerce', 'WordPress', 'Zendesk']"
,,,,,,http://fau.eu,,,0,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,,,,1900,"Founded in 1743, Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU) is now one of the largest research universities in Germany with 39.000 students. The five faculties cover the entire spectrum of modern academic disciplines – from humanities, social sciences and theology to medicine, law, economics, sciences and engineering.",,,active,,,['WordPress']
,,,,,,http://lausd.net,,,15,LOS ANGELES UNF,United States,Primary/Secondary Education,> 1B,"> 10,000",1853,Employment Job Postings,-118.256905,34.0562,active,8314608000,63286,"['CloudFlare', 'Google Analytics', 'Google Tag Manager', 'Wistia', 'Zendesk']"
,,,,,,http://languagecafe.co.uk,,,0,LANGUAGE CAFE LIMITED,United Kingdom,Education Management,,,2009,"A language school with a difference! English courses and other language courses in a fun, friendly, family-like environment. IELTS, FCE, CAE, General, Business and Academic English",,,active,,,[]
,,,,,,http://heartlandhospice.com,,,90,HEARTLAND HOSPICE,United States,Hospital & Health Care,0 - 1M,1 - 10,,ProMedica Hospice is a specialized care that focuses on supporting you and your loved ones during an advanced illness.,-76.88988,39.057877,active,,,"['CloudFlare', 'Google Analytics', 'Google Tag Manager']"
,,,,,,http://ogdenclinic.com,,,1,OGDEN CLINIC,United States,Hospital & Health Care,100M - 200M,"500 - 1,000",2018,"Ogden Clinic | 2,006 followers on LinkedIn. We specialize in you. | Our mission is to be the clinic of choice for patients, employees, and providers, by remaining a thriving independent, physician-owned, multi-specialty group practice.

We are a group of people who care deeply about delivering quality medical care to our neighbors. These values are at the core of everything we do:

•	Compassion 
•	Dedication 
•	Integrity 
•	Unity 
•	Open Communication 
•	Excellence 
•	Leadership 
•	Innovation",,,active,,,"['CloudFlare', 'Google Analytics', 'Google Tag Manager', 'Zendesk']"
,,,,,,http://skydrive.live.com,,,0,Laf Moda Intima,Brazil,Retail,,,,,-43.9427834,-19.8473591,active,,,[]
,,,,,,http://guap.ru,,,0,Saint Petersburg State University of Aerospace and Instrumentation,Russian Federation,Higher Education,200M - 1B,"1,000 - 5,000",1941,,,,active,,,[]
,,,,,,http://sogou.com,,,0,"Dalian DELONG Aluminum products Co., ltd.",China,,1M - 10M,10 - 50,,"Dalian DELONG Aluminum products Co., ltd. Sales dept., Dalian",,,active,,,[]
,,,,,,http://lausd.net,,,15,LOS ANGELES UNF,United States,Primary/Secondary Education,> 1B,"> 10,000",1853,Employment Job Postings,-118.256905,34.0562,active,8314608000,63286,"['CloudFlare', 'Google Analytics', 'Google Tag Manager', 'Wistia', 'Zendesk']"
,,,,,,http://acciona-fs.es,,,0,"ACCIONA Facility Services, S.A.",Spain,Facilities Services,> 1B,"5,000 - 10,000",1908,"Buy Cheap Brand-name Men's Sneakers at Snekerhead Outlet. 50% Off Discount Men's shoes including Nike, Air Jordan, Adidas, Reebok, Puma, Converse.",,,active,,,"['CloudFlare', 'Google Tag Manager', 'WooCommerce', 'WordPress']"
,,,,,,http://tianya.cn,,,0,Tianya.cn,China,Computer Software,,,1999,,,,active,,,['Amazon Cloudfront']
,,,,,,http://otosia.com,,,0,Otosia,Indonesia,,,,,"Berita terbaru, artikel unik dan menarik seputar mobil dan motor, koleksi foto ekslusif, review mobil baru dan harga mobil baru di Indonesia",,,active,,,"['comScore', 'Google DoubleClick', 'Google Tag Manager']"
,,,,,,http://tianya.cn,,,0,Tianya.cn,China,Computer Software,,,1999,,,,active,,,['Amazon Cloudfront']
,,,,,,http://pdhgroup.co.uk,,,0,Production Dry Hire Group,United Kingdom,Events Services,0 - 1M,1 - 10,2016,Featured Products,,,active,,,"['WooCommerce', 'WordPress']"
,,,,,,http://westernunion.com,,,0,WESTERN UNION FOUNDATION INC,United States,Nonprofit Organization Management,0 - 1M,1 - 10,1999,We believe enabling young people to access and compete within the global economy will lead to higher economic growth.,-104.84478,39.548065,active,,,"['Google Tag Manager', 'WordPress']"
,,,,,,,,,0,WAYNE COUNTY INDIANA FOUNDATION INC,United States,Nonprofit Organization Management,1M - 10M,1 - 10,1977,,-84.8928,39.828068,active,8077405,6,[]
,,,,,,http://chegg.com,,,4,Chegg Inc,United States,Retail,200M - 1B,"1,000 - 5,000",2005,"Chegg, Inc. is a student-first connected learning platform. The Company helps students study for college admission exams, find the colleges, get grades and test scores while in school, and find internships that allow them to gain skills to help them enter the workforce after college. The Company matches domestic and international students with colleges, universities and other academic institutions (collectively referred to as colleges) in the United States. It also offers eTextbooks library for rent and sale. The Company also has live tutors on its connected learning platform available to students online, anytime, anywhere through its Chegg Tutors service. It provides access to internships to help students gain skills that are critical to securing their first job. It offers two product lines: Required Materials and Chegg Services. The Required Materials product line includes the rental and sale of print textbooks and eTextbooks, as well as the commission it receives from Ingram.",-121.9728,37.390457,active,410930000,1400,"['Amazon AWS S3', 'Amazon Cloudfront', 'CloudFlare', 'Google Tag Manager', 'Optimizely', 'PayPal']"
,,,,,,http://ca.gov,,,38,State of California,United States,Government Administration,> 1B,"> 10,000",1850,"As home to more than 39 million people, California boasts one of the world's largest economies. The ""Golden State"" lies against the Pacific Ocean just north of Mexico and south of Oregon. California is widely known for its pioneers and leaders in technology and film production.",,,active,,,"['AddThis', 'Google Analytics', 'Google Tag Manager', 'MaxCDN', 'Survey Monkey', 'WordPress', 'Zendesk']"
,,,,,,http://autologuedesign.com,,,0,Autologue Motor Design Private Limited,India,,,,,The automobile is more than mere transport and who understands this better than us Our creations take form on the sketching board and are brought to life by cutting edge computer designing.,,,active,,,"['Amazon AWS S3', 'Amazon Cloudfront', 'CloudFlare', 'Google Tag Manager', 'MaxCDN', 'Shopify']"
,,,,,,http://thehill.com,,,1,Capitol Hill Publishing Corp.,United States,Publishing,10M - 50M,50 - 200,1994,Unbiased Politics News,-77.0371,38.90253,active,,68,"['Amazon Cloudfront', 'Chartbeat', 'Google DoubleClick', 'Google Tag Manager', 'NewRelic', 'Sailthru', 'WordPress']"
,,,,,,http://infobae.com,,,0,Infobae,Argentina,Newspapers,10M - 50M,200 - 500,2002,"Todas las noticias de América Latina, Estados Unidos y el mundo en tiempo real. Entérate de las noticias y sucesos más importantes a nivel mundial, videos y fotos sobre los hechos y los protagonistas más relevantes. Léelo antes en Infobae.",,,active,,,"['Amazon AWS S3', 'Amazon Cloudfront', 'Chartbeat', 'comScore', 'Google Analytics', 'Google DoubleClick', 'Google Tag Manager', 'WordPress']"
,,,,,,http://tatacapital.com,,,0,Tata Capital Limited,India,Financial Services,200M - 1B,"1,000 - 5,000",1991,"Tata Capital Limited is a subsidiary of Tata Sons Limited. The Company is registered with the Reserve Bank of India as a Core Investment Company and offers through itself and its subsidiaries fund and fee-based financial services to its customers, under the Tata Capital brand.
As a trusted and customer-centric, one-stop financial services provider, Tata Capital caters to the diverse needs of retail, corporate and institutional customers, across various areas of business namely the Commercial Finance, Infrastructure Finance, Wealth Management, Consumer Loans and distribution and marketing of Tata Cards. Tata Capital has over 100 branches spanning all critical markets in India.",,,active,,,['Google Tag Manager']
,,,,,,http://khanacademy.org,,,1,KHAN ACADEMY INC,United States,Education Management,10M - 50M,200 - 500,2006,"Khan Academy is a non-profit educational organization created in 2006 by educator Salman Khan to provide ""a free, world-class education for anyone, anywhere"".",,,active,46244725,234,"['Amazon AWS S3', 'Amazon Cloudfront', 'Google Analytics', 'Google Tag Manager', 'Qualaroo', 'Unbounce', 'Zendesk']"
,,,,,,http://sidbi.in,,,0,SIDBI(Small Industries Development Bank of India),India,Financial Services,200M - 1B,"1,000 - 5,000",1990,"Set up on April 2, 1990 under an Act of Indian Parliament as a principal financial institution for:
-- Promotion 
-- Financing and
-- Development of industries in the MSME sector and 
-- Co-ordinating the functions of other institutions engaged in similar activities.

Provision and Charter:
SIDBI was established on April 2, 1990. The Charter establishing it, The Small Industries Development Bank of India Act, 1989 envisaged SIDBI to be ""the principal financial institution for the promotion, financing and development of industry in the small-scale sector and to co-ordinate the functions of the institutions engaged in the promotion, financing or developing industry in the small-scale sector and for matters connected therewith or incidental thereto"".

Business Domain of SIDBI:
The business domain of SIDBI consists of small-scale industrial units, which contributes significantly to the national economy in terms of production, employment and exports. 

Business Strategy of SIDBI:
The business strategy of SIDBI is to address the financial and non-financial gaps in the MSME ecosystem. Financial support to MSMEs is provided by way of (a) indirect finance / refinance to banks / financial institutions for onward lending to MSMEs and (b) direct finance in the niche areas like risk capital, sustainable finance, receivable financing, service sector financing, etc.",,,active,,,"['Google Tag Manager', 'MaxCDN']"
,,,,,,http://weldflowmetal.com,,,0,Weldflow Metal Products,Canada,Machinery,1M - 10M,10 - 50,1975,"Established in 1975, as a precision sheet metal facility, Weldflow is a trusted provider and world leader in the field of contract manufacturing.  Its facility has been modernized and management expanded to accommodate the constant changes experienced within our industry.

Expertise of the company lies in its innovation in sheet metal industry by creating new ideas and design in various shapes and forms. Building prototypes doing product development for existing and potential new customers",,,active,,,"['Google Analytics', 'Google Tag Manager', 'WordPress']"
,,,,,,http://wix.com,,,0,Wix.Com Ltd,Israel,Internet,200M - 1B,"1,000 - 5,000",2006,"Wix.com Ltd. (Wix) is a Web development platform enabling businesses and organizations to take businesses, brands and workflow online. The Company provides solutions that business owners can use to operate various aspects of their business online, such as selling goods, taking reservations, and scheduling and confirming appointments. These applications provide Wix registered users a bespoke front-end for customers visiting their Website, as well as a back-end management dashboard. The Company has developed these software applications for businesses in specific verticals, including retail and online stores, service providers, hotel and property management, music and restaurants. These vertical applications are integrated into the Company's Website templates or can be installed on any existing Website and set up by the user and without the need to write code.",,,active,761090000,2430,"['Amazon Cloudfront', 'Crazy Egg', 'Google Analytics', 'Google DoubleClick', 'Google Tag Manager', 'Incapsula']"
,,,,,,http://trilux.com,,,0,TRILUX GmbH & Co. KG,Germany,,,,1912,"LED lighting and individual lighting solutions by TRILUX - We offer you quality, optimum orientation & perfect lighting design for LED lighting systems.",,,active,,,['Google Tag Manager']
,,,,,,http://lausd.net,,,15,LOS ANGELES UNF,United States,Primary/Secondary Education,> 1B,"> 10,000",1853,Employment Job Postings,-118.256905,34.0562,active,8314608000,63286,"['CloudFlare', 'Google Analytics', 'Google Tag Manager', 'Wistia', 'Zendesk']"
,,,,,,http://dtdriveinn.com,,,1,D&T Drive Inn,United States,Restaurants,1M - 10M,10 - 50,,,-95.37576109999999,29.803433799999997,active,,,[]
,,,,,,http://burrotrek.com,,,0,burrotrek,Spain,,,,,,,,active,,,"['Google Analytics', 'WordPress']"
,,,,,,http://sporcle.com,,,6,"Sporcle, Inc.",United States,Information Services,100M - 200M,"1,000 - 5,000",2007,"Play millions of free online trivia quizzes. There is a fun quiz about virtually every topic imaginable: Geography, History, Sports, Music, TV and more!",-122.344734,47.65083,active,,1114,"['Amazon Cloudfront', 'CloudFlare', 'Crazy Egg', 'Google Analytics', 'Google DoubleClick', 'Google Tag Manager', 'quantcast', 'WordPress']"
,,,,,,http://jung-pumpen.de,,,0,Jung Pumpen GmbH,Germany,Machinery,50M - 100M,200 - 500,1924,"For more than 90 years JUNG PUMPEN has been a reliable partner for sewage and wastewater disposal. The company produces high-quality pumps and pumping stations both for small-scale domestic house and land drainage and large-scale industrial and community wastewater treatment.

Pentair plc is a leading global provider of water technology solutions, headquartered in London, United Kingdom. Worldwide, approximately 10,000 people in 34 countries and more than 130 manufacturing facilities generate annual sales of $ 2.8 billion.

The Jung Pumpen GmbH belongs to the Pentair Group since 2007 and complements the full range of products with high quality pump systems for domestic and municipal wastewater.",,,active,,,['Google Tag Manager']
,,,,,,http://wikia.com,,,5,"Wikia, Inc.",United States,Computer Software,50M - 100M,200 - 500,2004,"Fandom is a global entertainment media brand powered by fan passion. The fan-trusted source in entertainment, Fandom provides a home to explore, contribute to, and celebrate the world of pop culture. Whether looking for in-depth information on favorite fandoms or what’s buzzing in entertainment, Fandom has your pop culture curiosities covered through fan-expert knowledge and carefully curated and fun, original multi-platform content. 
 
Fandom has a global audience of 300 million monthly uniques and encompasses over 250,000 fan communities. We currently feature more than 55 million pages of content, inclusive of video.
 
Download the new Fandom app for iOS and Android for a personalized entertainment experience and follow @getfandom  and @life_at_fandom on all social media platforms. For more information, visit www.fandom.com.",-122.39582,37.781296,active,,323,"['CloudFlare', 'Google Analytics', 'Google Tag Manager', 'Optimizely', 'quantcast', 'WordPress', 'Zendesk']"
,,,,,,http://autotrader.com,,,8,"AutoTrader.com, Inc.",United States,Computer Software,> 1B,"5,000 - 10,000",2012,"Find used cars and new cars for sale at Autotrader. With millions of cars, finding your next new car or used car and the car reviews and information you're looking for is easy at Autotrader.",-84.33989,33.91433,active,,,"['Akamai', 'Amazon Cloudfront', 'Google Tag Manager', 'MaxCDN', 'Optimizely']"
,,,,,,http://lausd.net,,,15,LOS ANGELES UNF,United States,Primary/Secondary Education,> 1B,"> 10,000",1853,Employment Job Postings,-118.256905,34.0562,active,8314608000,63286,"['CloudFlare', 'Google Analytics', 'Google Tag Manager', 'Wistia', 'Zendesk']"
