_id,link,last_seen,ispublished,views,progress,date_added,deadline,company_name,content,source,branches_count,display_name,country,industry,revenue_range,employees_range,year_founded,description,longitude,latitude,company_status,revenue,employees_count,technologies_used
,,,,,,,,http://cdcalexegypt.com,,,0,commercial diving company (CDC),Egypt,Oil & Energy,10M - 50M,50 - 200,1984,"CDC is emerging as a leading provider of engineered solutions to the oil and gas, and marine and renewable energy industries. Headquartered in Alexandria Egypt . 

Formed in 1984, CDC's expertise represents the consolidation of engineering and project management skills that have been developed over a quarter of a century, with a commitment to delivering innovative and cost-effective solutions. 

Complementary in nature, CDC's innovative service lines include: dry & wet underwater welding using the group's patented CDC SYS® technology; subsea and pipeline engineering; offshore asset integrity management; ROV services; hydrographic surveying, positioning and geophysical services; commercial diving; specialist fabrication; pipeline stabilization and grouting; rope access and platform IRM; and end to end project management. 

The flexibility of the CDC services provides clients with the opportunity to either utilize individual services or combine numerous services for an engineered solution to their specific project requirements. 

CDC have ISO 9001-2008 certification for their quality management systems and 

 BS OHSAS 18001:2007 certification for safety systems. 

Our mission here at Commercial Diving Company is to provide our customers with professional diving services through earned experience, traditional hard work, exceptionally maintained equipment, with the highest commitment towards the safety of all personnel. 

We accomplish this mission with an outstanding training and safety program, by thorough communication with our clients, and by constantly evaluating and improving the way we go about conducting our diving operations.",,,active,,,['Google Analytics']
,,,,,,,,http://paragontech.net,,,2,"Paragon Technology Group, Inc.",United States,Computer Software,10M - 50M,50 - 200,1997,"Paragon provides client-centric, customized program management, information technology and logistics services to federal agencies of all sizes in every arena, helping them to manage processes, optimize operations -- and increase their return on investment.",-77.22899,38.91489,active,,125,"['WooCommerce', 'WordPress']"
,,,,,,,,http://wholefoodsmarket.com,,,3,"Whole Foods Market Pacific Northwest, Inc.",United States,Food & Beverages,0 - 1M,1 - 10,2004,"WHOLE FOODS MARKET PACIFIC NORTHWEST INC is a company based out of PO BOX 684786, AUSTIN, Texas, United States.",-122.17967,47.61908,active,,,"['Google Tag Manager', 'WordPress']"
,,,,,,,,http://kcolaw.com,,,0,Kazarosian Costello & O'Donnell,United States,Law Practice,1M - 10M,10 - 50,2014,"KCO is a multijurisdictional firm, with attorneys admitted to the practice of law in MA and NH. Each us has earned the recognition and reputation of seasoned, expert litigator in our fields of practice, which include medical negligence, personal injury, workers compensation, divorce and family law, discrimination, and civil rights. We are fortunate to now be able to combine our skill and experience for the benefit of our clients.",-71.082245,42.789833,active,,,"['Amazon AWS S3', 'MailChimp', 'WordPress']"
,,,,,,,,http://nacacnet.org,,,1,NATIONAL ASSOCIATION FOR COLLEGE ADMISSION COUNSELING INC,United States,Education Management,10M - 50M,50 - 200,1937,"The National Association for College Admission Counseling (NACAC), founded in 1937, is an organization of more than 25,000 professionals from around the world dedicated to serving students as they make choices about pursuing postsecondary education.

NACAC is committed to maintaining high standards that foster ethical and social responsibility among those involved in the transition process, as outlined in the NACAC Statement of Principles of Good Practice (SPGP).

A member-directed organization, NACAC is governed by its voting members; an Assembly of delegates elected by voting members in NACAC's state and regional affiliates and by an elected Board of Directors.

The Board of Directors sets the strategic direction for NACAC. Additionally, 11 standing committees, ad hoc committees, and an Affiliate Presidents Council lend their expertise and experience to the issues, programs and governance that keep the association vibrant in its service to members, the profession, and students.

NACAC's award-winning publications and other media resources, professional development programs and practical research efforts have all been designed to give counseling and admission professionals the tools they need to improve the counseling services they provide to students.",-77.0948,38.88588,active,17726281,68,"['CloudFlare', 'Google Tag Manager', 'Optimizely', 'Pardot']"
,,,,,,,,http://tbbpump.com,,,0,"ZheJiang TBB Pump Co., Ltd",China,Import and Export,10M - 50M,50 - 200,2001,"ZheJiang TBB Pump Co.,Ltd",,,active,,,[]
,,,,,,,,http://rappi.com,,,0,Rappi S.A.S.,Colombia,Computer Software,200M - 1B,"1,000 - 5,000",2015,Ya no tienes que salir de tu casa u oficina para disfrutar lo mejor de tu ciudad. Te llevamos cualquier cosa en minutos. Rappi llegó para cambiarte la vida.,,,active,,,"['Google Analytics', 'Google Tag Manager']"
,,,,,,,,http://caretta-weidmann.ch,,,0,Caretta + Weidmann Baumanagement,Switzerland,Architecture & Planning,1M - 10M,50 - 200,1974,"Wir sind ein Dienstleistungsunternehmen, das sich auf die Baurealisierung spezialisiert hat. Wir unterstützen Bauherren und Architekten bei der Verwirklichung ihrer Ideen. Oberstes Gebot ist die Einhaltung der vereinbarten Qualitäts-, Kosten- und Terminziele.

Wir ermitteln die Kosten, erstellen die Terminprogramme, schreiben aus und vergleichen, nehmen die Bauleitung wahr, führen die Baubuchhaltung und engagieren uns rundum für eine einwandfreie Bauausführung. Als Generalplaner walten wir darüber hinaus als Gesamtleiter, der für die Koordination aller beteiligten Planer sowie aller mit der Ausführung betrauten Unternehmer verantwortlich ist.",8.494291,47.373493,active,,55,['Google Analytics']
,,,,,,,,http://olympusproperty.com,,,2,OLYMPUS PROPERTY,United States,Real Estate,100M - 200M,"500 - 1,000",1992,"Olympus Property is an innovative and growing full-service multifamily investment and property management organization headquartered in Fort Worth, Texas. We were founded in 1992 with the intent to become a leader in the multifamily real estate business by providing superior living environments and unparalleled service. Through the collective talent and extreme discipline of our teams, entrepreneurial management and leadership strength, we are able to achieve improved quality of life for our customers and profitable investments for our partners.

At Olympus Property Management, we pride ourselves in exceeding the expectations of our residents by providing a quality apartment and a community for you to call home. We value leading customer-centered lives, having fun with our work family,  encouraging teamwork, and establishing trust with our residents and investors. Olympus Property has communities located in nine states throughout the country including Arizona, California, Florida, Georgia, New Mexico, Oklahoma, Arkansas, Tennessee, and Texas.",-97.33269,32.7537,active,,,"['Amazon AWS S3', 'Amazon Cloudfront', 'CloudFlare', 'Google Tag Manager', 'MaxCDN']"
,,,,,,,,http://lccommunications.net,,,0,LC COMMUNICATIONS LLC,United States,Telecommunications,0 - 1M,1 - 10,2011,Voice and Data Solutions,,,active,,,"['Google Analytics', 'WordPress']"
,,,,,,,,http://milgard.com,,,4,"Milgard Manufacturing, Inc.",United States,Construction,200M - 1B,"1,000 - 5,000",1962,"Milgard custom, energy efficient windows and patio doors, including  vinyl, fiberglass and aluminum for replacement, remodel and new construction.",-122.356834,47.248466,active,,,"['Drupal', 'Google Tag Manager', 'NewRelic']"
,,,,,,,,http://allegion.com,,,0,Von Duprin Inc.,United States,Mining & Metals,1M - 10M,10 - 50,1908,"Focusing on security around the door and adjacent areas, Allegion produces a range of solutions for homes, businesses, schools and other institutions.",-86.01808,39.807358,active,,,"['CloudFlare', 'MaxCDN']"
,,,,,,,,http://uttamcomponents.com,,,0,Uttam Components (An Uttam Strips Group Co.),India,Automotive,10M - 50M,200 - 500,2010,,,,active,,,[]
,,,,,,,,http://lapointedays.com,,,0,WADE HOROWITZ LAPOINTE & DAYS LLC,United States,Legal Services,1M - 10M,1 - 10,2000,"LaPointe & Days LLC provides legal services to assist with the making and implementation of important life decisions in the areas of Estate Planning (from basic Wills to Trusts & Tax Planning), Elder Law including Medicaid, Disability Planning and Guardianships, Residential Real Estate (including purchases, sales, and refinance closings) and Probate Administration. In addition to traditional legal planning, the firm specializes in work with non-traditional families. At the law offices of Wade Horowitz LaPointe & Days LLC, you and your family will find accessible help from concerned professionals.",-71.12065,42.34216,active,,9,['Google Analytics']
,,,,,,,,http://prescotech.com,,,1,"Unique Prescotech, Inc.",United States,Chemicals,0 - 1M,1 - 10,1992,"Unique-Prescotech Inc., we have continued to invest in state of the art fabrication equipment and resources in order to meet the ever changing demand within various end use markets thereby allowing our customers to maximize the value of their product",-85.76846,38.23578,active,,,['Google Analytics']
,,,,,,,,http://araner.com,,,0,ARANER TECNOLOGIAS SL,Spain,Architecture & Planning,1M - 10M,10 - 50,2012,"Energy solutions by ARANER. We develops pioneering innovative heating and cooling engineering solutions, focused on high efficiency and reliability.",,,active,,,"['Google Tag Manager', 'HubSpot']"
,,,,,,,,http://hypermicro.com,,,2,Hyper Microsystems Incorporated,United States,Computer Hardware,1M - 10M,50 - 200,1996,"Hyper Microsystems is a privately owned company specializing in refurbishing of consumer electronics, reverse logistics, asset recovery, remarketing, and distribution of new and refurbished consumer electronics and IT equipment. Hyper Microsystems has extensive experience in the bulk liquidation business. We purchase and distribute consumer electronics using our broad customer base of retailers, OEMs, resellers and end users in the Americas, Asia and Europe.",-87.950775,42.228176,active,,60,[]
,,,,,,,,http://stefana.it,,,0,Stefana spa,Italy,Mining & Metals,,,,Acciaierie e ferriere,,,active,,,['Google Analytics']
,,,,,,,,http://pcguia.pt,,,0,PC Guia,Portugal,Publishing,1M - 10M,10 - 50,1995,"A PC Guia é uma revista portuguesa mensal com 18 anos de mercado, virada para as tecnologias de informação e comunicação, design, hacking, programação e tudo o resto que anda à volta da sociedade digital.

Em 2011, depois da saída do grupo Cofina, Pedro Tróia e Vasco Taveira relançaram a revista, que ficou com o code name PC Guia 2.0.",,,active,,,"['CloudFlare', 'Google Analytics', 'Google Tag Manager', 'Gravatar', 'WordPress']"
,,,,,,,,,,,0,Resurgens Orthpaedics-Midtown,United States,Hospital & Health Care,0 - 1M,1 - 10,,,-84.38518,33.769516,active,,,[]
,,,,,,,,,,,0,PERMOLEX LTD.,Canada,Food Production,1M - 10M,10 - 50,1996,"Permolex is a unique cereal fractionation facility
which incorporates leading edge technologies. Our primamry
products are Standard Patent Baking Flour, Vital Wheat
Gluten,Fuel Grade Ethanol and High Protein Livestock Feed.",-113.851115,52.314887,active,,50,[]
,,,,,,,,http://powermanagementco.com,,,2,Power Management Company,United States,Management Consulting,1M - 10M,10 - 50,1997,"Power Management Company, LLC provides expertise in energy procurement and the development of strategic energy management plans for companies across all industries throughout the United States. By working as an independent, unbiased energy services company, our clients have realized long-term energy savings through our holistic approach. 

Power Management’s strategy not only includes evaluating all competitive supply options for procurement of natural gas and electric accounts, but also reviewing your specific business needs to recommend other energy related opportunities. We specialize in creating and managing projects for lighting upgrades, solar PV installations and assist clients with participating in demand response programs. As the pressure to become more sustainable increases, we strive to educate our clients in developing their own set of sustainability goals.",-77.450714,43.037693,active,,28,"['Google Analytics', 'ShareThis', 'WordPress']"
,,,,,,,,http://oregonforensicengineering.com,,,0,Oregon Forensic Engineering,United States,Legal Services,0 - 1M,1 - 10,2008,"Crash Investigation, Crash Reconstruction, Event Data Recorder Imaging, Blackbox Downloads, Forensic Engineering,  Mechanical Failure Analysis, Motorcycle Accidents, Laser Scanning, LIDAR, Drone Imaging and Mapping, Pedestrian Accidents, Semi-Truck Accidents , and Expert Witness Testimony. Services",-123.03913,44.94003,active,,,[]
,,,,,,,,http://finditparts.com,,,1,"FinditParts, LLC",United States,Automotive,1M - 10M,10 - 50,1998,"FinditParts.com is the largest one-stop shop for heavy duty truck and tailer parts. In just a few clicks, you can access more than 10M part numbers, sourced by our extensive nationwide network of top suppliers. 

Stop wasting time and money by making dozens of phone calls looking for those hard-to-find or out-of-stock parts. Let us do the work for you in just seconds. We offer more than 1000 brands, including all the top OEs, Tier 1, qualified aftermarket alternatives, and E&O suppliers.

No commitments, no hassle, just the parts you need when you need them.",-118.23012,34.034782,active,,16,"['Amazon Cloudfront', 'Google Analytics', 'Google Tag Manager']"
,,,,,,,,http://apexlearning.com,,,7,Apex Learning Inc.,United States,Education Management,50M - 100M,"500 - 1,000",1997,"About Apex Learning

Nearly two decades ago Apex Learning emerged as a leader in digital learning for secondary education, developing online Advanced Placement courses to provide students, who would otherwise not have access, the opportunity to take rigorous college-level courses. Recognizing the challenges schools face in meeting the needs of every student — from those struggling to stay on track for graduation to those capable of accelerating their learning — the company continues to develop innovative digital learning solutions to support teachers in providing every student with the opportunity to excel beyond his or her expectations. 

Today Apex Learning offers a comprehensive catalog of rigorous standards-based digital learning solutions, including Courses, Technology Courses, and Tutorials.  Courses meet high school graduation requirements and are used by schools nationwide for both initial credit and credit recovery. However, Tutorials are a key component of effective blended learning, providing classroom teachers with critical resources to ensure all students are prepared for success on high stakes assessments, provide targeted intervention and just-in-time remediation, and enhance instruction for all students.

Apex Learning, headquartered in Seattle, is accredited by the Northwest Accreditation Commission and its courses are approved for National Collegiate Athletic Association eligibility. For more information, visit www.apexlearning.com.",-122.33435,47.60765,active,,503,"['Amazon AWS S3', 'CloudFlare', 'Drupal', 'Google Analytics', 'Google DoubleClick', 'Google Tag Manager', 'Gravatar', 'MailChimp', 'Marketo', 'OpenCart', 'WooCommerce', 'WordPress', 'Zendesk']"
,,,,,,,,http://carmelunified.org,,,3,Carmel Unified School District,United States,Primary/Secondary Education,,,,"Carmel Unified School District is a TK-12 public school district in Monterey County, California serving over 2,200 students.",,,active,,,"['Google Analytics', 'Google Tag Manager']"
,,,,,,,,http://ensors.co.uk,,,0,Ensors Chartered Accountants,United Kingdom,Accounting,10M - 50M,200 - 500,1889,"Ensors is one of East Anglia’s largest and most respected firms of independent chartered accountants and business advisors. We pride ourselves on combining expertise with clarity, experience with accessibility, knowledge with passion. The bottom line is that we care. 

Our highly trained, specialist teams provide a comprehensive range of services, from accounts preparation to insolvency advice, accounting systems to investment planning, business acquisitions to tax advice.

We have the resources to meet the needs of all clients, from individuals to major corporations. Yet we still have the flexibility and approachability of a local firm with offices in Bury St Edmunds, Cambridge, Huntingdon, Ipswich, Saxmundham and a serviced office in London.

Follow us on Twitter: @EnsorsAccounts
Like us on Facebook: Ensors Chartered Accountants",,,active,,,"['AddThis', 'Amazon Cloudfront', 'CloudFlare', 'Google DoubleClick', 'Google Tag Manager', 'MaxCDN']"
,,,,,,,,http://ridge.com,,,1,"THE RIDGE WALLET, LLC",United States,Apparel & Fashion,1M - 10M,10 - 50,,"The Ridge Wallet is an expanding minimalist wallet that protects your cards and cash. Made from Aluminum, Titanium, Carbon Fiber, and Damascus.",-118.48525,34.003677,active,,37,"['Amazon AWS S3', 'Amazon Cloudfront', 'Google Tag Manager', 'MaxCDN', 'Shopify']"
,,,,,,,,http://arjohuntleigh.be,,,0,ArjoHuntleigh NV/SA,Belgium,Medical Devices,,,1957,,,,active,,,['Google Tag Manager']
,,,,,,,,http://haascnc.com,,,0,"Haas Automation, Inc.",United States,Machinery,200M - 1B,"1,000 - 5,000",1983,"Haas Automation, Inc. | 83,648 followers on LinkedIn. High-Performance Machine Tools | Haas Automation is the largest machine tool builder in the western world, manufacturing a complete line of CNC vertical machining centers, horizontal machining centers, CNC lathes and rotary products. The company also builds a variety of specialty machines, including 5-axis machining centers, mold making machining centers, toolroom machines, and gantry routers. Haas machine tools and rotary products are built to the exacting specifications of Gene Haas to deliver higher accuracy, repeatability, and durability than any other machine tools on the market.",-119.14081,34.201923,active,,1692,"['CloudFlare', 'Google Analytics', 'Google Tag Manager', 'SurveyGizmo', 'Wistia']"
,,,,,,,,http://adacel.com,,,0,Adacel Technologies Ltd,Australia,Computer Software,10M - 50M,50 - 200,1997,"Adacel Technologies Limited is engaged in developing simulation and control systems for aviation and defense. The Company's principal activities include air traffic management and air traffic control simulation and software applications and services in the global civil and military aerospace sector. The Company's segments include Systems and Services. The Systems segment represents various sales of integrated software systems and products covering operational air traffic management, as well as simulation and training applications. The Systems segment also includes various hardware and software upgrade sales. In Services segment, its activities include on-site simulator operators, field service representative services, system warranties services, air traffic control instructor services and long term software support contracts. The Company offers products and services, including voice activated cockpit (VAC), speech recognition, global services and support, and airport driver training.",,,active,24232474,164,"['Amazon Cloudfront', 'CloudFlare', 'Google Tag Manager']"
,,,,,,,,http://lausd.net,,,15,LOS ANGELES UNF,United States,Primary/Secondary Education,> 1B,"> 10,000",1853,Employment Job Postings,-118.256905,34.0562,active,8314608000,63286,"['CloudFlare', 'Google Analytics', 'Google Tag Manager', 'Wistia', 'Zendesk']"
,,,,,,,,http://asm-autos.co.uk,,,0,ASM Auto Recycling Ltd,United Kingdom,Automotive,1M - 10M,10 - 50,1983,"Established for over 35 years, ASM Auto Recycling is widely regarded as one of the UK’s most modern and professional vehicle salvage agents and parts recyclers.  We currently process over 30,000 vehicles every year.  Our online salvage auction offers over 2,500 cars, vans and motorbikes for sale every week and we have a further 2,500 vehicles for parts dismantling.

We are proud to be members of the e2e Total Loss Vehicle Management Network, providing leading insurers and fleet management organisations with a progressive salvage, recycling and reclaimed parts service throughout the UK.",,,active,,22,"['CloudFlare', 'Google Tag Manager', 'MaxCDN']"
