_id,branches_count,company_name,company_status,content,country,deadline,description,display_name,employees_count,employees_range,industry,ispublished,last_seen,latitude,link,longitude,revenue,revenue_range,source,technologies_used,views,year_founded
645e706b0258339a252311f7,3,mastercorp,active,"In 1981, Alan Grindstaff began a small cleaning business as he worked his way through college. He began servicing Fairfield Glade near Crossville, Tennessee and quickly distinguished himself with his high standards of cleanliness, his integrity, and his keen business sense.

Today, MasterCorp provides services to well over 200 property owner associations throughout the United States and is expanding to other comprehensive hospitality services. 

The same standards of excellence that made MasterCorp the industry leader in resort housekeeping have been applied to a full portfolio of service brands that affect the customer experience.   

Housekeeping: MasterCorp has cleaning and inspection processes that assure every room is guest-ready and on time.

Commercial Services: MasterCorp brings to commercial properties the same commitment to excellence that we have brought to resorts for over 35 years. 

Floor Care: Our floor care service affects the true cleanliness of a room or common area more than any other element. 

Staffing: Just need staffing? MasterCorp provides select staffing for all hospitality services directly through SourceMaster. 

Engineering: We are gearing up to assure all areas of the property are consistently in working order before guests and customers arrive.

Laundry: MasterCorp offers the efficiency of customized laundry staffing and linen management both on and off site. 

With each additional service we provide for a resort partner, we increase the continuity, efficiency, and communication among the service teams, which improves timeliness and quality overall.

For more information about MasterCorp Hospitality Services, please call 1-844-628-2501 or visit our website www.mastercorp.com.",United States,null,"In 1981, Alan Grindstaff began a small cleaning business as he worked his way through college. He began servicing Fairfield Glade near Crossville, Tennessee and quickly distinguished himself with his high standards of cleanliness, his integrity, and his keen business sense.

Today, MasterCorp provides services to well over 200 property owner associations throughout the United States and is expanding to other comprehensive hospitality services. 

The same standards of excellence that made MasterCorp the industry leader in resort housekeeping have been applied to a full portfolio of service brands that affect the customer experience.   

Housekeeping: MasterCorp has cleaning and inspection processes that assure every room is guest-ready and on time.

Commercial Services: MasterCorp brings to commercial properties the same commitment to excellence that we have brought to resorts for over 35 years. 

Floor Care: Our floor care service affects the true cleanliness of a room or common area more than any other element. 

Staffing: Just need staffing? MasterCorp provides select staffing for all hospitality services directly through SourceMaster. 

Engineering: We are gearing up to assure all areas of the property are consistently in working order before guests and customers arrive.

Laundry: MasterCorp offers the efficiency of customized laundry staffing and linen management both on and off site. 

With each additional service we provide for a resort partner, we increase the continuity, efficiency, and communication among the service teams, which improves timeliness and quality overall.

For more information about MasterCorp Hospitality Services, please call 1-844-628-2501 or visit our website www.mastercorp.com.","MasterCorp, Inc.",5370,"5,000 - 10,000",Facilities Services,100%,2023-05-14T08:49:27.353Z,35.995564,www.mastercorp.com,-85.0436,null,200M - 1B,black basta,"[""Google Tag Manager"",""WordPress""]",1078,1981
645e706c0258339a252311f8,null,HAHN Automation,null,null,null,null,null,null,null,null,null,0%,2023-05-14T08:49:27.399Z,null,1992.,null,null,null,black basta,[],60,null
645e706c0258339a252311f9,0,AUTOCAM MEDICAL,active,"Autocam Medical is a precision-machining contract manufacturer of highly engineered implants and instruments for surgical applications. Our product specialties include custom bone screws, bone plates and fixation devices; and perfect-fit complementary, surgical drivers, drill bits, taps and other rotary cutting instruments.

We have decades of experience in every aspect of medical machining manufacturing, with specialties in CNC milling, turning, mill/turn and cutter-grinding of all surgical-grade materials, including titanium and other high-performance specialty alloys and plastics. Autocam Medical partners with customers to provide Design for Manufacturability consultation for precision-machined components, involving our engineering team early in the planning stage adds value to the entire process. Our in-depth knowledge of how medical devices work and interact gives customers an added competitive advantage.",United States,null,"Autocam Medical is a precision-machining contract manufacturer of highly engineered implants and instruments for surgical applications. Our product specialties include custom bone screws, bone plates and fixation devices; and perfect-fit complementary, surgical drivers, drill bits, taps and other rotary cutting instruments.

We have decades of experience in every aspect of medical machining manufacturing, with specialties in CNC milling, turning, mill/turn and cutter-grinding of all surgical-grade materials, including titanium and other high-performance specialty alloys and plastics. Autocam Medical partners with customers to provide Design for Manufacturability consultation for precision-machined components, involving our engineering team early in the planning stage adds value to the entire process. Our in-depth knowledge of how medical devices work and interact gives customers an added competitive advantage.",AUTOCAM MEDICAL,811,"500 - 1,000",Medical Devices,0%,2023-05-14T08:49:27.457Z,42.88812,www.autocam-medical.com,-85.56721,null,100M - 200M,black basta,"[""Google DoubleClick"",""Google Tag Manager"",""WordPress""]",884,2009
645e706d0258339a252311fa,0,BLUME,active,Verschicke traumhafte Blumen mit dem Online Blumenversand von Blume 2000! ✓Blumensträuße ✓Pflanzen ✓Geschenksets. Jetzt bestellen!,Germany,null,Verschicke traumhafte Blumen mit dem Online Blumenversand von Blume 2000! ✓Blumensträuße ✓Pflanzen ✓Geschenksets. Jetzt bestellen!,Blume 2000 New Media AG,null,null,Retail,0%,2023-05-14T08:49:27.513Z,null,https://www.blume2000.de,null,null,null,black basta,"[""Google Tag Manager""]",836,2000
645e706e0258339a252311fb,0,COACHCOMM,active,The proven leader in coaching headsets and practice solutions.,United States,null,The proven leader in coaching headsets and practice solutions.,"COACHCOMM, LLC",123,50 - 200,Semiconductors,100%,2023-05-14T08:49:27.566Z,32.54592,www.coachcomm.com,-85.51861,null,10M - 50M,black basta,"[""LiveChatInc""]",860,1994
645e706f0258339a252311fc,3,TAMMAC,active,"With over 45 years of experience as a leading manufactured housing lender, Tammac helps you find the right loan for your needs.  

NMLS # 2663

NMLS Consumer Access Web Site https://www.nmlsconsumeraccess.org/

We offer competitive interest rates and terms on all of our loan solutions. We finance homes in manufactured home communities, on private land, and on leased ground. We also finance mobile and modular homes secured by real estate as well as construction loans.

Tammac Holdings Corporation began operations in 1976, headquartered in Wilkes-Barre, PA. We are a direct lender and service all of the loans we originate. Direct lending eliminates unnecessary fees and keeps our loans affordable. We work with our dealer partners as well as realtors and with the public for private resale loans and we are happy to assist all of our clients to make the home buying experience easy, efficient, and affordable. We currently service the states of Delaware, Kentucky, Maine, *Maryland, New York, *New Jersey, Ohio, and Pennsylvania.",United States,null,"With over 45 years of experience as a leading manufactured housing lender, Tammac helps you find the right loan for your needs.  

NMLS # 2663

NMLS Consumer Access Web Site https://www.nmlsconsumeraccess.org/

We offer competitive interest rates and terms on all of our loan solutions. We finance homes in manufactured home communities, on private land, and on leased ground. We also finance mobile and modular homes secured by real estate as well as construction loans.

Tammac Holdings Corporation began operations in 1976, headquartered in Wilkes-Barre, PA. We are a direct lender and service all of the loans we originate. Direct lending eliminates unnecessary fees and keeps our loans affordable. We work with our dealer partners as well as realtors and with the public for private resale loans and we are happy to assist all of our clients to make the home buying experience easy, efficient, and affordable. We currently service the states of Delaware, Kentucky, Maine, *Maryland, New York, *New Jersey, Ohio, and Pennsylvania.",Tammac Holdings Corporation,53,50 - 200,Financial Services,100%,2023-05-14T08:49:27.607Z,41.24274,www.tammac.com,-75.84311,null,1M - 10M,black basta,"[""Amazon Cloudfront"",""Google Tag Manager"",""Wistia"",""WordPress""]",594,1976
645e706f0258339a252311fd,0,DeMontfort Fine Art,active,"DeMontfort Fine Art is the UK's leading international publisher and distributor of original paintings and collectable limited editions. We work in partnership with many of the best contemporary artists from around the world, and as well as showcasing award winners and household names such as Rolf Harris and Jack Vettriano, we aim to introduce outstanding new work to a discerning audience of art lovers.",United Kingdom,null,"DeMontfort Fine Art is the UK's leading international publisher and distributor of original paintings and collectable limited editions. We work in partnership with many of the best contemporary artists from around the world, and as well as showcasing award winners and household names such as Rolf Harris and Jack Vettriano, we aim to introduce outstanding new work to a discerning audience of art lovers.",De Monfort Fine Art,null,null,null,100%,2023-05-14T08:49:27.667Z,52.6839362,www.demontfortfineart.co.uk,-1.8010263,null,null,black basta,"[""Google Tag Manager""]",460,null
645e70700258339a252311fe,1,The Spooner Risk Control,active,"Lowering Premiums is Our Business. Ohio’s leader in Workers’ Compensation, Safety, Unemployment, and FMLA/Short Term Disability Administration.

Spooner set the standard for managing workers' compensation in 1975. Our proactive philosophy and best practices focus on preventing excessive compensation and medical costs in claims and assisting employees in early, healthy return to work.

Many preventable factors inflate workers’ compensation costs including fraud, inappropriate medical treatment, excessive time away from work, high-compensation awards, as well as “claimant-oriented” physicians and attorneys that go unchecked by TPAs. Spooner's best practices are designed to aggressively manage claims by constantly monitoring activity to identify situations that are inappropriate and take action to stop the abuse.",United States,null,"Lowering Premiums is Our Business. Ohio’s leader in Workers’ Compensation, Safety, Unemployment, and FMLA/Short Term Disability Administration.

Spooner set the standard for managing workers' compensation in 1975. Our proactive philosophy and best practices focus on preventing excessive compensation and medical costs in claims and assisting employees in early, healthy return to work.

Many preventable factors inflate workers’ compensation costs including fraud, inappropriate medical treatment, excessive time away from work, high-compensation awards, as well as “claimant-oriented” physicians and attorneys that go unchecked by TPAs. Spooner's best practices are designed to aggressively manage claims by constantly monitoring activity to identify situations that are inappropriate and take action to stop the abuse.","SPOONER, INCORPORATED",null,50 - 200,Insurance,100%,2023-05-14T08:49:27.727Z,null,https://spoonerinc.com,null,null,10M - 50M,black basta,"[""AddThis"",""CloudFlare"",""Google Analytics"",""Google Tag Manager"",""MaxCDN""]",1704,1976
645e70710258339a252311ff,2,KLINE-SPECTER,active,"A Philadelphia-based law firm handling personal injury lawsuits, including medical malpractice, product liability, premises liability, civil rights and auto accident litigation. Kline & Specter, PC is one of the nation's most prominent personal injury law firms with over 35 attorneys, several of whom are also highly recognized doctors.",United States,null,"A Philadelphia-based law firm handling personal injury lawsuits, including medical malpractice, product liability, premises liability, civil rights and auto accident litigation. Kline & Specter, PC is one of the nation's most prominent personal injury law firms with over 35 attorneys, several of whom are also highly recognized doctors.","KLINE & SPECTER, P.C",140,50 - 200,Legal Services,100%,2023-05-14T08:49:27.782Z,39.94853,www.klinespecter.com,-75.16709,null,10M - 50M,black basta,"[""Amazon Cloudfront""]",500,1993
645e70720258339a25231200,0,DATA MODUL,active,"Data Modul AG Produktion und Vertrieb Von Elektronischen Systemen is a Germany-based provider of display technology. The Company operates through two segments: Displays and Systems. The Displays segment produces displays, electronic sub-assemblies and custom products for use in industrial applications and the automotive industry, as well as easyTouch systems, such as touch sensors and controllers. The Systems segment focuses on easyBoard, easyPanel and easyEmbedded solutions, as well as special monitors for applications in marine navigation and medical devices. easyBoards are DisplayPort/digital visual interface (DVI)/video graphics array (VGA)/video thin-film-transistor (TFT) controller boards that enable users to connect TFT displays to graphics or video interfaces. easyPanels are monitors based on a modular concept for the gaming, medical and marine industries. easyEmbedded relates to a variety of central processing unit (CPU) boards in different form factors and performance levels.",Germany,null,"Data Modul AG Produktion und Vertrieb Von Elektronischen Systemen is a Germany-based provider of display technology. The Company operates through two segments: Displays and Systems. The Displays segment produces displays, electronic sub-assemblies and custom products for use in industrial applications and the automotive industry, as well as easyTouch systems, such as touch sensors and controllers. The Systems segment focuses on easyBoard, easyPanel and easyEmbedded solutions, as well as special monitors for applications in marine navigation and medical devices. easyBoards are DisplayPort/digital visual interface (DVI)/video graphics array (VGA)/video thin-film-transistor (TFT) controller boards that enable users to connect TFT displays to graphics or video interfaces. easyPanels are monitors based on a modular concept for the gaming, medical and marine industries. easyEmbedded relates to a variety of central processing unit (CPU) boards in different form factors and performance levels.",Data Modul AG Produktion und Vertrieb von Elektronischen Systemen,447,200 - 500,Computer Hardware,0%,2023-05-14T08:49:27.845Z,null,https://www.data-modul.com,null,222388485,200M - 1B,black basta,"[""Drupal"",""Google Tag Manager""]",3926,null
645e70720258339a25231201,0,Franklin Mutual Insurance,active,"The Franklin Mutual Insurance Company has been in business since 1879, making us one of the most established and respected insurance companies in New Jersey. Although we are the largest mutual insurance company headquartered in New Jersey, we are not a large conglomerate. By being smaller, we can offer you the personal service you need and desire.",United States,null,"The Franklin Mutual Insurance Company has been in business since 1879, making us one of the most established and respected insurance companies in New Jersey. Although we are the largest mutual insurance company headquartered in New Jersey, we are not a large conglomerate. By being smaller, we can offer you the personal service you need and desire.",The Franklin Mutual Insurance Co.,125,50 - 200,Insurance,0%,2023-05-14T08:49:31.123Z,41.146496,www.fmiweb.com,-74.75154,null,10M - 50M,black basta,"[""Google Tag Manager""]",398,1879
645e70730258339a25231202,0,WSVN,active,"Man accused in shooting of MDPD officer in Miami is son of Miami-Dade School Board member; 4 arrested, 1 detained11 MIN No verdict yet in...",United States,null,"Man accused in shooting of MDPD officer in Miami is son of Miami-Dade School Board member; 4 arrested, 1 detained11 MIN No verdict yet in...",Sunbeam Television Corp.,1145,"1,000 - 5,000",Broadcast Media,0%,2023-05-14T08:49:31.178Z,null,www.wsvn.com,null,null,100M - 200M,black basta,"[""AddThis"",""flashtalking"",""Google DoubleClick"",""Google Tag Manager"",""WordPress""]",362,1962
645e70740258339a25231203,0,David S. Brown Enterprises,active,"David S. Brown has an expansive portfolio of mixed use, residential, retail, and office properties designed to maximize hospitality and functionality. Our projects range from transit-oriented developments to educational campuses. We attribute the success of our properties and the satisfaction of our tenants to quality construction, dedicated professionals, and a forward-thinking mentality. 

Day in and day out, employees at David S. Brown embrace and embody our four core values of loyalty, longevity, tenacity, and synergy to provide unmatched service to our clients, tenants, and residents.",United States,null,"David S. Brown has an expansive portfolio of mixed use, residential, retail, and office properties designed to maximize hospitality and functionality. Our projects range from transit-oriented developments to educational campuses. We attribute the success of our properties and the satisfaction of our tenants to quality construction, dedicated professionals, and a forward-thinking mentality. 

Day in and day out, employees at David S. Brown embrace and embody our four core values of loyalty, longevity, tenacity, and synergy to provide unmatched service to our clients, tenants, and residents.","David S. Brown Enterprises, LTD.",218,200 - 500,Real Estate,100%,2023-05-14T08:49:31.238Z,39.410915,https://davidsbrown.com,-76.77889,null,10M - 50M,black basta,"[""Constant Contact"",""Google Tag Manager"",""WordPress""]",3088,1933
645e70740258339a25231204,0,HEICO,active,"HEICO Corporation manufactures Federal Aviation Administration (FAA)-approved jet engine and aircraft component replacement parts, other than the original equipment manufacturers (OEMs) and their subcontractors. The Company also manufactures various types of electronic equipment for the aviation, medical, telecommunications and electronics industries. It operates through two segments: Flight Support Group (FSG) and Electronic Technologies Group (ETG). The FSG segment consists of HEICO Aerospace Holdings Corp. and HEICO Flight Support Corp. and their collective subsidiaries. The FSG segment designs and manufactures jet engine and aircraft component replacement parts. The ETG segment consists of HEICO Electronic Technologies Corp. and its subsidiaries. The ETG segment designs and produces mission-critical subcomponents for various markets, which are utilized in larger systems, including targeting, tracking, identification, testing, communications, telecom and computer systems.",United States,null,"HEICO Corporation manufactures Federal Aviation Administration (FAA)-approved jet engine and aircraft component replacement parts, other than the original equipment manufacturers (OEMs) and their subcontractors. The Company also manufactures various types of electronic equipment for the aviation, medical, telecommunications and electronics industries. It operates through two segments: Flight Support Group (FSG) and Electronic Technologies Group (ETG). The FSG segment consists of HEICO Aerospace Holdings Corp. and HEICO Flight Support Corp. and their collective subsidiaries. The FSG segment designs and manufactures jet engine and aircraft component replacement parts. The ETG segment consists of HEICO Electronic Technologies Corp. and its subsidiaries. The ETG segment designs and produces mission-critical subcomponents for various markets, which are utilized in larger systems, including targeting, tracking, identification, testing, communications, telecom and computer systems.",HEICO Corp,5900,"5,000 - 10,000",Aviation & Aerospace,100%,2023-05-14T08:49:31.296Z,26.025818,www.heico.com,-80.166565,2100000000,> 1B,black basta,"[""Google Analytics"",""Google Tag Manager""]",4482,1993
645e70750258339a25231205,14,Gates Corporation,active,"Gates Industrial Corporation plc is a manufacturer of power transmission and fluid power solutions. The Company operates its business on a product-line basis through its two reporting segments, such as power transmission and fluid power. Its power transmission segment includes elastomer drive belts and related components used transfer motion in a broad range of applications. Its fluid power segment includes hoses, tubing and fittings designed to convey hydraulic fluid at high pressures in both mobile and stationary applications, and other high-pressure and fluid transfer hoses used to convey various fluids. The Company sells its products under its Gates brand name. Its products are used in applications across various end markets including construction, agriculture, energy, automotive, transportation, general industrial, and consumer products.",United States,null,"Gates Industrial Corporation plc is a manufacturer of power transmission and fluid power solutions. The Company operates its business on a product-line basis through its two reporting segments, such as power transmission and fluid power. Its power transmission segment includes elastomer drive belts and related components used transfer motion in a broad range of applications. Its fluid power segment includes hoses, tubing and fittings designed to convey hydraulic fluid at high pressures in both mobile and stationary applications, and other high-pressure and fluid transfer hoses used to convey various fluids. The Company sells its products under its Gates brand name. Its products are used in applications across various end markets including construction, agriculture, energy, automotive, transportation, general industrial, and consumer products.",Gates Industrial Corporation PLC,14700,"> 10,000",Plastics,0%,2023-05-14T08:49:31.355Z,39.752205,www.gates.com,-105.00268,3090000000,> 1B,black basta,"[""Amazon Cloudfront"",""CloudFlare"",""Drupal"",""Google Analytics"",""Google DoubleClick"",""Google Tag Manager"",""Marketo"",""MaxCDN"",""ShareThis""]",985,2017
